TC_ID;KATEGORIA;PODKATEGORIA;PRIORYTET;OPIS;REQUEST_streetName;REQUEST_buildingNumber;REQUEST_city;REQUEST_postalCode;EXPECTED_VerificationStatus;EXPECTED_streetName;EXPECTED_buildingNumber;EXPECTED_city;EXPECTED_postalCode;EXPECTED_province;EXPECTED_district;EXPECTED_commune;EXPECTED_streetProbability;EXPECTED_cityProbability;EXPECTED_postalCodeProbability;EXPECTED_combinedProbability;EXPECTED_postOfficeLocation;EXPECTED_isMultiFamily;UWAGI;RYZYKO_BLEDU
TC-001;Street Format Check;Ogólne;High;Rozdzielenie formatu City, Street;Warszawa, Marszałkowska;;;;Verified;Marszałkowska;;Warszawa;;MAZOWIECKIE;Warszawa;Warszawa;>0.8;>0.9;>0.8;>0.85;;false;Street zawiera City - powinno być rozdzielone;
TC-002;Street Format Check;Ogólne;High;Format z dodatkowymi spacjami;Kraków ,  ul. Floriańska;;;;Verified;ul. Floriańska;;Kraków;;MAŁOPOLSKIE;Kraków;Kraków;>0.8;>0.9;>0.8;>0.85;;false;Dodatkowe spacje w formacie;
TC-006;Wieloznaczność;City;High;Wieloznaczność - Dąbrowa w 2 województwach;Lipowa;;Dąbrowa;;InVerification;Lipowa;;Dąbrowa;;null;null;null;<0.5;<0.5;<0.5;<0.5;;false;Dane z powtorzenia - Dąbrowa w OPOLSKIE i KUJAWSKO-POMORSKIE;
TC-007;Wieloznaczność;City;High;Wieloznaczność rozwiązana przez Street;Kujawska;;Zakrzewo;87-700;Verified;Kujawska;;Zakrzewo;87-700;KUJAWSKO-POMORSKIE;aleksandrowski;Zakrzewo;>0.9;>0.9;>0.9;>0.9;;false;Dane z Ulic_Adresowy.csv - Zakrzewo, ul. Kujawska;
TC-106;Wieloznaczność;Duże miasto;High;Łódź - 50 przypadków wieloznaczności, 21 unikalnych nazw;Broniewskiego;;Łowicz;;InVerification;Broniewskiego;;Łowicz;;ŁÓDZKIE;łowicki;Łowicz;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Łódź ma 50 przypadków wieloznaczności;RYZYKO: W mieście z wieloma wieloznacznościami łatwo o błąd
TC-107;Wieloznaczność;Duże miasto;High;Poznań - 50 przypadków wieloznaczności, 24 unikalnych nazw;null;;Poznań;;PartiallyVerified;null;;Poznań;;WIELKOPOLSKIE;Poznań;Poznań;0;>0.9;0;<0.5;;false;Dane z powtorzenia - Poznań ma 50 przypadków wieloznaczności;RYZYKO: W mieście z wieloma wieloznacznościami łatwo o błąd
TC-108;Wieloznaczność;Duże miasto;High;Wrocław - 34 przypadki wieloznaczności, 15 unikalnych nazw;null;;Wrocław;;PartiallyVerified;null;;Wrocław;;DOLNOŚLĄSKIE;Wrocław;Wrocław;0;>0.9;0;<0.5;;false;Dane z powtorzenia - Wrocław ma 34 przypadki wieloznaczności;RYZYKO: W mieście z wieloma wieloznacznościami łatwo o błąd
TC-276;Wieloznaczność;Inne miasta;High;Rzepin - Mickiewicza ul. vs rondo;Mickiewicza;;Rzepin;;InVerification;Mickiewicza;Adama;Rzepin;;LUBUSKIE;słubicki;Rzepin;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Rzepin: ul. vs rondo Mickiewicza;RYZYKO: Może automatycznie wybrać złą cechę
TC-277;Wieloznaczność;Inne miasta;High;Rzepin - Kilińskiego ul. vs rondo;Kilińskiego;;Rzepin;;InVerification;Kilińskiego;Jana;Rzepin;;LUBUSKIE;słubicki;Rzepin;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Rzepin: ul. vs rondo Kilińskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-278;Wieloznaczność;Inne miasta;High;Bochnia - Gazaris ul. vs pl.;Gazaris;;Bochnia;;InVerification;Gazaris;;Bochnia;;MAŁOPOLSKIE;bocheński;Bochnia;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Bochnia: ul. vs pl. Gazaris;RYZYKO: Może automatycznie wybrać złą cechę
TC-279;Wieloznaczność;Inne miasta;High;Brzesko - Świerkowa os. vs ul.;Świerkowa;;Brzesko;;InVerification;Świerkowa;;Brzesko;;MAŁOPOLSKIE;brzeski;Brzesko;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Brzesko: os. vs ul. Świerkowa;RYZYKO: Może automatycznie wybrać złą cechę
TC-280;Wieloznaczność;Inne miasta;High;Brzesko - Ogrodowa os. vs ul.;Ogrodowa;;Brzesko;;InVerification;Ogrodowa;;Brzesko;;MAŁOPOLSKIE;brzeski;Brzesko;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Brzesko: os. vs ul. Ogrodowa;RYZYKO: Może automatycznie wybrać złą cechę
TC-281;Wieloznaczność;Inne miasta;High;Strzelin - Jana ul. vs pl. z NAZWA_2;Jana;;Strzelin;;InVerification;Jana;św.;Strzelin;;DOLNOŚLĄSKIE;strzeliński;Strzelin;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Strzelin: ul. vs pl. Jana św.;RYZYKO: Może automatycznie wybrać złą cechę
TC-283;Wieloznaczność;Inne miasta;High;Legionowo - Kościuszki pl. vs ul.;Kościuszki;;Legionowo;;InVerification;Kościuszki;Tadeusza;Legionowo;;MAZOWIECKIE;legionowski;Legionowo;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Legionowo: pl. vs ul. Kościuszki;RYZYKO: Może automatycznie wybrać złą cechę
TC-284;Wieloznaczność;Inne miasta;High;Serock - Mickiewicza ul. vs al. w różnych miejscowościach;Mickiewicza;;Serock;;InVerification;Mickiewicza;Adama;Serock;;MAZOWIECKIE;legionowski;Serock;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Serock: ul. Adama vs al. (w innej miejscowości);RYZYKO: Może przypisać do innej miejscowości (Pruszcz) zamiast Serocka
TC-285;Wieloznaczność;Inne miasta;High;Wólka Kozodawska - Herbacianej Róży ul. vs rondo;Herbacianej Róży;;Wólka Kozodawska;;InVerification;Herbacianej Róży;im.;Wólka Kozodawska;;MAZOWIECKIE;piaseczyński;Piaseczno;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Wólka Kozodawska: ul. vs rondo im. Herbacianej Róży;RYZYKO: Może automatycznie wybrać złą cechę
TC-286;Wieloznaczność;Inne miasta;High;Sulejówek - Wyszyńskiego rondo vs ul. z różnymi NAZWA_2;Wyszyńskiego;;Sulejówek;;InVerification;Wyszyńskiego;Kardynała Stefana;Sulejówek;;MAZOWIECKIE;miński;Sulejówek;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Sulejówek: rondo Kardynała Stefana vs ul. Kardynała;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-287;Wieloznaczność;Inne miasta;Medium;Mława - Maja ul. vs pl. z numerem;Maja;;Mława;;InVerification;Maja;3;Mława;;MAZOWIECKIE;mławski;Mława;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Mława: ul. 3 vs pl. 3;RYZYKO: Może automatycznie wybrać złą cechę
TC-288;Wieloznaczność;Inne miasta;Medium;Kłodawa - Maja w 3 wariantach (al. 1, ul. 3, ul. 3-go) w różnych miejscowościach;Maja;;Kłodawa;;InVerification;Maja;3;Kłodawa;;WIELKOPOLSKIE;kolski;Kłodawa;<0.5;<0.7;<0.5;<0.5;;false;Dane z powtorzenia - Kłodawa: al. 1, ul. 3, ul. 3-go (ostatnia w innej miejscowości);RYZYKO: Może przypisać do innej miejscowości (Trąbki Wielkie) zamiast Kłodawy
TC-289;Wieloznaczność;Inne miasta;Medium;Wolbrom - Łukasińskiego os. vs ul.;Łukasińskiego;;Wolbrom;;InVerification;Łukasińskiego;;Wolbrom;;MAŁOPOLSKIE;olkuski;Wolbrom;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Wolbrom: os. vs ul. Łukasińskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-290;Wieloznaczność;Inne miasta;Medium;Wolbrom - Skalska os. vs ul.;Skalska;;Wolbrom;;InVerification;Skalska;;Wolbrom;;MAŁOPOLSKIE;olkuski;Wolbrom;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Wolbrom: os. vs ul. Skalska;RYZYKO: Może automatycznie wybrać złą cechę
TC-291;Wieloznaczność;Inne miasta;Medium;Santok - Promenada Jana Pawła II pl. vs ul.;Promenada Jana Pawła II;;Santok;;InVerification;Promenada Jana Pawła II;;Santok;;LUBUSKIE;gorzowski;Santok;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Santok: pl. vs ul. Promenada Jana Pawła II;RYZYKO: Może automatycznie wybrać złą cechę
TC-292;Wieloznaczność;Inne miasta;Medium;Chełmek - Paprotnik os. vs ul.;Paprotnik;;Chełmek;;InVerification;Paprotnik;;Chełmek;;MAŁOPOLSKIE;oświęcimski;Chełmek;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Chełmek: os. vs ul. Paprotnik;RYZYKO: Może automatycznie wybrać złą cechę
TC-293;Wieloznaczność;Inne miasta;Medium;Kęty - Kościuszki ul. vs os.;Kościuszki;;Kęty;;InVerification;Kościuszki;Tadeusza;Kęty;;MAŁOPOLSKIE;oświęcimski;Kęty;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Kęty: ul. vs os. Kościuszki;RYZYKO: Może automatycznie wybrać złą cechę
TC-294;Wieloznaczność;Inne miasta;Medium;Kęty - Królickiego os. vs ul. z NAZWA_2;Królickiego;;Kęty;;InVerification;Królickiego;Pułkownika Stanisława;Kęty;;MAŁOPOLSKIE;oświęcimski;Kęty;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Kęty: os. vs ul. Królickiego Pułkownika Stanisława;RYZYKO: Może automatycznie wybrać złą cechę
TC-295;Wieloznaczność;Inne miasta;Medium;Wadowice - Wadowity os. vs ul. z różnymi NAZWA_2;Wadowity;;Wadowice;;InVerification;Wadowity;Marcina;Wadowice;;MAŁOPOLSKIE;wadowicki;Wadowice;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Wadowice: os. bez NAZWA_2 vs ul. Marcina;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-296;Wieloznaczność;Inne miasta;Medium;Rzgów - Mickiewicza park vs ul. z różnymi NAZWA_2;Mickiewicza;;Rzgów;;InVerification;Mickiewicza;im. Adama;Rzgów;;ŁÓDZKIE;łódzki wschodni;Rzgów;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Rzgów: park im. Adama vs ul. bez NAZWA_2;RYZYKO: Może automatycznie wybrać złą cechę i/lub zły wariant NAZWA_2
TC-297;Wieloznaczność;Inne miasta;Low;Tuszyn - Maja ul. vs os. z numerem;Maja;;Tuszyn;;InVerification;Maja;3;Tuszyn;;ŁÓDZKIE;łódzki wschodni;Tuszyn;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Tuszyn: ul. vs os. Maja 3;RYZYKO: Może automatycznie wybrać złą cechę
TC-298;Wieloznaczność;Inne miasta;Low;Opoczno - Jana Pawła II ul. vs os.;Jana Pawła II;;Opoczno;;InVerification;Jana Pawła II;;Opoczno;;ŁÓDZKIE;opoczyński;Opoczno;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Opoczno: ul. vs os. Jana Pawła II;RYZYKO: Może automatycznie wybrać złą cechę
TC-299;Wieloznaczność;Inne miasta;Low;Pabianice - Piłsudskiego ul. vs skwer;Piłsudskiego;;Pabianice;;InVerification;Piłsudskiego;marsz. Józefa;Pabianice;;ŁÓDZKIE;pabianicki;Pabianice;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Pabianice: ul. vs skwer Piłsudskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-300;Wieloznaczność;Inne miasta;Low;Bielany Wrocławskie - Chomicza rondo vs ul.;Chomicza;;Bielany Wrocławskie;;InVerification;Chomicza;Ryszarda;Bielany Wrocławskie;;DOLNOŚLĄSKIE;wrocławski;Kobierzyce;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Bielany Wrocławskie: rondo vs ul. Chomicza;RYZYKO: Może automatycznie wybrać złą cechę
TC-134;Wieloznaczność;Józefów;Low;Józefów - Piłsudskiego 3 warianty (ul., rynek, ul. z różnymi NAZWA_2);Piłsudskiego;;Józefów;;InVerification;Piłsudskiego;Marszałka;Józefów;;null;null;null;<0.5;<0.5;<0.5;<0.5;;false;Dane z powtorzenia - Józefów: 3 warianty Piłsudskiego (ul. Marszałka, rynek im. Józefa, ul. Józefa);RYZYKO: Może przypisać do złego Józefowa (MAZOWIECKIE vs LUBELSKIE) i/lub wybrać złą cechę
TC-109;Wieloznaczność;Kombinacje cech;High;Gorzów Wielkopolski - 16 przypadków, różne kombinacje cech;Grobla;;Gorzów Wielkopolski;;InVerification;Grobla;;Gorzów Wielkopolski;;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Gorzów: ul. vs rondo Grobla;RYZYKO: Może automatycznie wybrać złą cechę
TC-110;Wieloznaczność;Kombinacje cech;High;Gorzów Wielkopolski - Niepodległości ul. vs rondo;Niepodległości;;Gorzów Wielkopolski;;InVerification;Niepodległości;;Gorzów Wielkopolski;;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Gorzów: ul. vs rondo Niepodległości;RYZYKO: Może automatycznie wybrać złą cechę
TC-111;Wieloznaczność;Kombinacje cech;High;Gorzów Wielkopolski - Piłsudskiego ul. vs rondo;Piłsudskiego;;Gorzów Wielkopolski;;InVerification;Piłsudskiego;marsz. Józefa;Gorzów Wielkopolski;;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Gorzów: ul. vs rondo Piłsudskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-112;Wieloznaczność;Kombinacje cech;High;Gorzów Wielkopolski - Wyszyńskiego ul. vs rondo;Wyszyńskiego;;Gorzów Wielkopolski;;InVerification;Wyszyńskiego;kard. Stefana;Gorzów Wielkopolski;;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Gorzów: ul. vs rondo Wyszyńskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-113;Wieloznaczność;Kombinacje cech;High;Zielona Góra - Sowińskiego park vs ul.;Sowińskiego;;Zielona Góra;;InVerification;Sowińskiego;Generała Józefa;Zielona Góra;;LUBUSKIE;Zielona Góra;Zielona Góra;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Zielona Góra: park vs ul. Sowińskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-114;Wieloznaczność;Kombinacje cech;High;Zielona Góra - Stefana Batorego ul. vs rondo;Stefana Batorego;;Zielona Góra;;InVerification;Stefana Batorego;;Zielona Góra;;LUBUSKIE;Zielona Góra;Zielona Góra;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Zielona Góra: ul. vs rondo Stefana Batorego;RYZYKO: Może automatycznie wybrać złą cechę
TC-115;Wieloznaczność;Kombinacje cech;High;Włocławek - Sienkiewicza park vs ul.;Sienkiewicza;;Włocławek;;InVerification;Sienkiewicza;Henryka;Włocławek;;KUJAWSKO-POMORSKIE;Włocławek;Włocławek;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Włocławek: park vs ul. Sienkiewicza;RYZYKO: Może automatycznie wybrać złą cechę
TC-116;Wieloznaczność;Kombinacje cech;High;Nowy Targ - Jana Pawła II ul. vs rondo;Jana Pawła II;;Nowy Targ;;InVerification;Jana Pawła II;;Nowy Targ;;MAŁOPOLSKIE;nowotarski;Nowy Targ;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Nowy Targ: ul. vs rondo Jana Pawła II;RYZYKO: Może automatycznie wybrać złą cechę
TC-117;Wieloznaczność;Kombinacje cech;High;Nowy Targ - Krasińskiego pl. vs ul.;Krasińskiego;;Nowy Targ;;InVerification;Krasińskiego;Zygmunta;Nowy Targ;;MAŁOPOLSKIE;nowotarski;Nowy Targ;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Nowy Targ: pl. vs ul. Krasińskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-118;Wieloznaczność;Kombinacje cech;High;Pruszków - Kościuszki park vs ul.;Kościuszki;;Pruszków;;InVerification;Kościuszki;Tadeusza;Pruszków;;MAZOWIECKIE;pruszkowski;Pruszków;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Pruszków: park vs ul. Kościuszki;RYZYKO: Może automatycznie wybrać złą cechę
TC-511;Wieloznaczność;Kombinacje cech;High;"Wieloznaczność - Biała Podlaska: ""Dmowskiego"" występuje 2 razy z różnymi cechami";rondo Dmowskiego;;Biała Podlaska;;InVerification;rondo Dmowskiego;;Biała Podlaska;;;;;<0.7;<0.7;<0.7;<0.7;;false;"W Biała Podlaska ulica ""Dmowskiego"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-512;Wieloznaczność;Kombinacje cech;High;"Wieloznaczność - Biała Podlaska: ""Dmowskiego"" występuje 2 razy z różnymi cechami";ul. Dmowskiego;;Biała Podlaska;;InVerification;ul. Dmowskiego;;Biała Podlaska;;;;;<0.7;<0.7;<0.7;<0.7;;false;"W Biała Podlaska ulica ""Dmowskiego"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-513;Wieloznaczność;Kombinacje cech;High;"Wieloznaczność - Lublin: ""Kochanowskiego"" występuje 2 razy z różnymi cechami";pl. Kochanowskiego;;Lublin;;InVerification;pl. Kochanowskiego;;Lublin;;;;;<0.7;<0.7;<0.7;<0.7;;false;"W Lublin ulica ""Kochanowskiego"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-514;Wieloznaczność;Kombinacje cech;High;"Wieloznaczność - Lublin: ""Kochanowskiego"" występuje 2 razy z różnymi cechami";ul. Kochanowskiego;;Lublin;;InVerification;ul. Kochanowskiego;;Lublin;;;;;<0.7;<0.7;<0.7;<0.7;;false;"W Lublin ulica ""Kochanowskiego"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-515;Wieloznaczność;Kombinacje cech;High;"Wieloznaczność - Lublin: ""Pileckiego"" występuje 2 razy z różnymi cechami";rondo Pileckiego;;Lublin;;InVerification;rondo Pileckiego;;Lublin;;;;;<0.7;<0.7;<0.7;<0.7;;false;"W Lublin ulica ""Pileckiego"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-516;Wieloznaczność;Kombinacje cech;High;"Wieloznaczność - Lublin: ""Pileckiego"" występuje 2 razy z różnymi cechami";ul. Pileckiego;;Lublin;;InVerification;ul. Pileckiego;;Lublin;;;;;<0.7;<0.7;<0.7;<0.7;;false;"W Lublin ulica ""Pileckiego"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-517;Wieloznaczność;Kombinacje cech;High;"Wieloznaczność - Zelów: ""Płocka"" występuje 2 razy z różnymi cechami";os. Płocka;;Zelów;;InVerification;os. Płocka;;Zelów;;;;;<0.7;<0.7;<0.7;<0.7;;false;"W Zelów ulica ""Płocka"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-518;Wieloznaczność;Kombinacje cech;High;"Wieloznaczność - Zelów: ""Płocka"" występuje 2 razy z różnymi cechami";ul. Płocka;;Zelów;;InVerification;ul. Płocka;;Zelów;;;;;<0.7;<0.7;<0.7;<0.7;;false;"W Zelów ulica ""Płocka"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-519;Wieloznaczność;Kombinacje cech;High;"Wieloznaczność - Łódź: ""Zaruskiego"" występuje 2 razy z różnymi cechami";park Zaruskiego;;Łódź;;InVerification;park Zaruskiego;;Łódź;;;;;<0.7;<0.7;<0.7;<0.7;;false;"W Łódź ulica ""Zaruskiego"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-520;Wieloznaczność;Kombinacje cech;High;"Wieloznaczność - Łódź: ""Zaruskiego"" występuje 2 razy z różnymi cechami";ul. Zaruskiego;;Łódź;;InVerification;ul. Zaruskiego;;Łódź;;;;;<0.7;<0.7;<0.7;<0.7;;false;"W Łódź ulica ""Zaruskiego"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-521;Wieloznaczność;Kombinacje cech;High;"Wieloznaczność - Radzymin: ""Hallera"" występuje 2 razy z różnymi cechami";rondo Hallera;;Radzymin;;InVerification;rondo Hallera;;Radzymin;;;;;<0.7;<0.7;<0.7;<0.7;;false;"W Radzymin ulica ""Hallera"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-522;Wieloznaczność;Kombinacje cech;High;"Wieloznaczność - Radzymin: ""Hallera"" występuje 2 razy z różnymi cechami";ul. Hallera;;Radzymin;;InVerification;ul. Hallera;;Radzymin;;;;;<0.7;<0.7;<0.7;<0.7;;false;"W Radzymin ulica ""Hallera"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-523;Wieloznaczność;Kombinacje cech;High;"Wieloznaczność - Tarnów: ""Kościuszki"" występuje 2 razy z różnymi cechami";pl. Kościuszki;;Tarnów;;InVerification;pl. Kościuszki;;Tarnów;;;;;<0.7;<0.7;<0.7;<0.7;;false;"W Tarnów ulica ""Kościuszki"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-524;Wieloznaczność;Kombinacje cech;High;"Wieloznaczność - Tarnów: ""Kościuszki"" występuje 2 razy z różnymi cechami";ul. Kościuszki;;Tarnów;;InVerification;ul. Kościuszki;;Tarnów;;;;;<0.7;<0.7;<0.7;<0.7;;false;"W Tarnów ulica ""Kościuszki"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-525;Wieloznaczność;Kombinacje cech;High;"Wieloznaczność - Tarnów: ""Muchy"" występuje 2 razy z różnymi cechami";ul. Muchy;;Tarnów;;InVerification;ul. Muchy;;Tarnów;;;;;<0.7;<0.7;<0.7;<0.7;;false;"W Tarnów ulica ""Muchy"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-526;Wieloznaczność;Kombinacje cech;High;"Wieloznaczność - Tarnów: ""Muchy"" występuje 2 razy z różnymi cechami";park Muchy;;Tarnów;;InVerification;park Muchy;;Tarnów;;;;;<0.7;<0.7;<0.7;<0.7;;false;"W Tarnów ulica ""Muchy"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-527;Wieloznaczność;Kombinacje cech;High;"Wieloznaczność - Tarnów: ""Sanguszków"" występuje 2 razy z różnymi cechami";ul. Sanguszków;;Tarnów;;InVerification;ul. Sanguszków;;Tarnów;;;;;<0.7;<0.7;<0.7;<0.7;;false;"W Tarnów ulica ""Sanguszków"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-528;Wieloznaczność;Kombinacje cech;High;"Wieloznaczność - Tarnów: ""Sanguszków"" występuje 2 razy z różnymi cechami";park Sanguszków;;Tarnów;;InVerification;park Sanguszków;;Tarnów;;;;;<0.7;<0.7;<0.7;<0.7;;false;"W Tarnów ulica ""Sanguszków"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-529;Wieloznaczność;Kombinacje cech;High;"Wieloznaczność - Tarnów: ""Sienkiewicza"" występuje 2 razy z różnymi cechami";pl. Sienkiewicza;;Tarnów;;InVerification;pl. Sienkiewicza;;Tarnów;;;;;<0.7;<0.7;<0.7;<0.7;;false;"W Tarnów ulica ""Sienkiewicza"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-530;Wieloznaczność;Kombinacje cech;High;"Wieloznaczność - Tarnów: ""Sienkiewicza"" występuje 2 razy z różnymi cechami";ul. Sienkiewicza;;Tarnów;;InVerification;ul. Sienkiewicza;;Tarnów;;;;;<0.7;<0.7;<0.7;<0.7;;false;"W Tarnów ulica ""Sienkiewicza"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-119;Wieloznaczność;Kombinacje cech;Medium;Łowicz - Broniewskiego os. vs ul.;Broniewskiego;;Łowicz;;InVerification;Broniewskiego;Władysława;Łowicz;;ŁÓDZKIE;łowicki;Łowicz;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Łowicz: os. vs ul. Broniewskiego;RYZYKO: Może automatycznie wybrać złą cechę
TC-120;Wieloznaczność;Kombinacje cech;Medium;Łowicz - Konopnickiej os. vs ul.;Konopnickiej;;Łowicz;;InVerification;Konopnickiej;Marii;Łowicz;;ŁÓDZKIE;łowicki;Łowicz;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Łowicz: os. vs ul. Konopnickiej;RYZYKO: Może automatycznie wybrać złą cechę
TC-121;Wieloznaczność;Kombinacje cech;Medium;Łowicz - Tkaczew os. vs ul.;Tkaczew;;Łowicz;;InVerification;Tkaczew;;Łowicz;;ŁÓDZKIE;łowicki;Łowicz;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Łowicz: os. vs ul. Tkaczew;RYZYKO: Może automatycznie wybrać złą cechę
TC-122;Wieloznaczność;Kombinacje cech;Medium;Łowicz - Lament skwer vs ul.;Lament;;Łowicz;;InVerification;Lament;Błogosławionej Bolesławy;Łowicz;;ŁÓDZKIE;łowicki;Łowicz;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Łowicz: skwer vs ul. Lament;RYZYKO: Może automatycznie wybrać złą cechę
TC-123;Wieloznaczność;Kombinacje cech;Medium;Koluszki - Czarneckiego os. vs ul.;Czarneckiego;;Koluszki;;InVerification;Czarneckiego;;Koluszki;;ŁÓDZKIE;łódzki wschodni;Koluszki;<0.7;<0.7;<0.7;<0.7;;false;Dane z powtorzenia - Koluszki: os. vs ul. Czarneckiego;RYZYKO: Może automatycznie wybrać złą cechę
