"NAZWA_WOJ";"NAZWA_POW";"NAZWA_GMI";"NAZWA_MIEJSCOWOSCI";"SYM_UL";"CECHA";"NAZWA_1";"NAZWA_2";"PASUJACA_CECHA"
"DOLNOŚLĄSKIE";"Jelenia Góra";"Jelenia Góra";"Jelenia Góra";"50616";"";"Skwer Niezależnego Zrzeszenia Studentów";"";"skwer"
"WIELKOPOLSKIE";"szamotulski";"Kaźmierz";"Kaźmierz";"19253";"ul.";"Rynek";"";"rynek"
"POMORSKIE";"lęborski";"Nowa Wieś Lęborska";"Garczegorze";"61730";"";"Rondo Księdza Franciszka Kowalczyka";"";"rondo"
"PODKARPACKIE";"przeworski";"Jawornik Polski";"Jawornik Polski";"19253";"ul.";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"kępiński";"Bralin";"Bralin";"19253";"ul.";"Rynek";"";"rynek"
"DOLNOŚLĄSKIE";"bolesławiecki";"Bolesławiec";"Bolesławiec";"61771";"";"Rondo Uczniowskiego Komitetu Oporu Społecznego";"";"rondo"
"LUBELSKIE";"opolski";"Chodel";"Godów";"61787";"";"Rondo im. gen. Tadeusza Rozwadowskiego";"";"rondo"
"WIELKOPOLSKIE";"jarociński";"Jaraczewo";"Zalesie";"61799";"";"Rondo imienia Ks. Tadeusza Lisieckiego";"";"rondo"
"ŚLĄSKIE";"Dąbrowa Górnicza";"Dąbrowa Górnicza";"Dąbrowa Górnicza";"44726";"";"Rondo Wielkiej Orkiestry Świątecznej Pomocy";"";"rondo"
"ŚLĄSKIE";"Mysłowice";"Mysłowice";"Mysłowice";"44726";"";"Rondo Wielkiej Orkiestry Świątecznej Pomocy";"";"rondo"
"WARMIŃSKO-MAZURSKIE";"bartoszycki";"Bartoszyce";"Bartoszyce";"61758";"";"Park Miejski zasłużonego Obywatela Miasta Bartoszyce Kazimierza Szpury";"";"park"
"MAŁOPOLSKIE";"oświęcimski";"Oświęcim";"Oświęcim";"61769";"";"Rondo Strażaków OSP";"";"rondo"
"ZACHODNIOPOMORSKIE";"gryficki";"Trzebiatów";"Trzebiatów";"60002";"";"Rondo Parkowe";"";"rondo"
"DOLNOŚLĄSKIE";"świdnicki";"Świdnica";"Świdnica";"61000";"";"Skwer im. Krystyny Lasek";"";"skwer"
"MAZOWIECKIE";"sierpecki";"Sierpc";"Sierpc";"61023";"ul.";"Pl. Fryderyka Chopina";"";"pl."
"MAZOWIECKIE";"wołomiński";"Radzymin";"Ciemne";"57157";"";"Rondo Praw Kobiet";"";"rondo"
"ŚLĄSKIE";"Częstochowa";"Częstochowa";"Częstochowa";"61056";"";"Rondo Leona Silbersteina";"";"rondo"
"POMORSKIE";"tczewski";"Tczew";"Tczew";"61069";"";"Skwer 750-lecia Miasta Tczewa";"";"skwer"
"LUBUSKIE";"słubicki";"Ośno Lubuskie";"Grabno";"60919";"";"Rondo Rzepińskie";"";"rondo"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"61131";"";"rondo Szczecińskich Olimpijczyków";"";"rondo"
"PODLASKIE";"Białystok";"Białystok";"Białystok";"61177";"";"Skwer Wolnej Białorusi";"";"skwer"
"WIELKOPOLSKIE";"turecki";"Turek";"Turek";"44253";"";"Rondo Wyzwolenia";"";"rondo"
"ŚLĄSKIE";"Tychy";"Tychy";"Tychy";"44331";"";"Rondo św. Jadwigi";"";"rondo"
"POMORSKIE";"tczewski";"Pelplin";"Pelplin";"44346";"";"Skwer im. Burmistrza Stanisława Chmieleckiego";"";"skwer"
"MAZOWIECKIE";"grodziski";"Podkowa Leśna";"Podkowa Leśna";"61686";"";"Rondo Profesora Kazimierza Michałowskiego";"";"rondo"
"LUBUSKIE";"gorzowski";"Witnica";"Witnica";"61701";"";"Rondo Wadowickie";"";"rondo"
"LUBUSKIE";"gorzowski";"Witnica";"Witnica";"61702";"";"Rondo Watykańskie";"";"rondo"
"ŁÓDZKIE";"radomszczański";"Radomsko";"Radomsko";"50504";"pl.";"Skwer Marcina Andrzeja Ziółkowskiego";"";"skwer"
"ŚLĄSKIE";"Chorzów";"Chorzów";"Chorzów";"44726";"";"Rondo Wielkiej Orkiestry Świątecznej Pomocy";"";"rondo"
"ŚWIĘTOKRZYSKIE";"kazimierski";"Kazimierza Wielka";"Kazimierza Wielka";"61790";"";"Rondo Żołnierzy Września 1939 roku";"";"rondo"
"MAZOWIECKIE";"sochaczewski";"Sochaczew";"Sochaczew";"50575";"";"park imienia Fryderyka Chopina";"";"park"
"MAZOWIECKIE";"Płock";"Płock";"Płock";"50592";"";"Rondo Maszewska";"";"rondo"
"MAZOWIECKIE";"miński";"Siennica";"Grzebowilk";"55797";"";"Rondo Strażaka";"";"rondo"
"ŚLĄSKIE";"Tychy";"Tychy";"Tychy";"61674";"";"Rondo Bocianów";"";"rondo"
"DOLNOŚLĄSKIE";"wrocławski";"Kąty Wrocławskie";"Kąty Wrocławskie";"61676";"";"Skwer Ryszarda Jana Szurkowskiego";"";"skwer"
"LUBUSKIE";"gorzowski";"Witnica";"Witnica";"61036";"";"Rondo Krakowskie";"";"rondo"
"ZACHODNIOPOMORSKIE";"gryfiński";"Gryfino";"Gryfino";"61825";"";"Rondo imienia Stanisława Rzeszowskiego";"";"rondo"
"ZACHODNIOPOMORSKIE";"stargardzki";"Stargard";"Stargard";"44175";"";"Rondo Żołnierzy Wyklętych";"";"rondo"
"MAZOWIECKIE";"miński";"Siennica";"Siennica";"43163";"";"Skwer im. Jana Pawła II";"";"skwer"
"ŁÓDZKIE";"Łódź";"Łódź-Polesie";"Łódź";"61684";"";"skwer im. Lecha Kunki";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Wawer";"Warszawa";"50750";"";"Rondo Zegarmistrza Gałeckiego";"";"rondo"
"KUJAWSKO-POMORSKIE";"Włocławek";"Włocławek";"Włocławek";"50612";"";"Rondo im. Tajnej Organizacji Nauczycielskiej";"";"rondo"
"ŚLĄSKIE";"lubliniecki";"Lubliniec";"Lubliniec";"50649";"";"Rondo im. Misjonarzy Oblatów Maryi Niepokalanej";"";"rondo"
"POMORSKIE";"kwidzyński";"Kwidzyn";"Kwidzyn";"50666";"";"Rondo Alfonsa Lemańskiego";"";"rondo"
"MAŁOPOLSKIE";"brzeski";"Brzesko";"Jadowniki";"37058";"";"Skwer Jana Pawła II";"";"skwer"
"POMORSKIE";"Gdańsk";"Gdańsk";"Gdańsk";"50732";"";"Rondo Graniczne Wolne Miasto Gdańsk - Rzeczpospolita Polska (1920 - 1939)";"";"rondo"
"MAŁOPOLSKIE";"brzeski";"Brzesko";"Okocim";"50716";"ul.";"Os. Kamieniec";"";"os."
"MAŁOPOLSKIE";"wielicki";"Wieliczka";"Wieliczka";"44175";"";"Rondo Żołnierzy Wyklętych";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"50759";"";"Skwer Ronalda Reagana";"";"skwer"
"PODKARPACKIE";"bieszczadzki";"Ustrzyki Dolne";"Ustrzyki Dolne";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"otwocki";"Celestynów";"Celestynów";"50739";"ul.";"Droga Porucznika ""Skrytego""";"";"droga"
"ŚLĄSKIE";"Sosnowiec";"Sosnowiec";"Sosnowiec";"50825";"";"Rondo Władysława Szpilmana";"";"rondo"
"ŚLĄSKIE";"Sosnowiec";"Sosnowiec";"Sosnowiec";"50851";"";"Rondo imieniem Michaliny Koniecznej ""Halina""";"";"rondo"
"PODKARPACKIE";"Rzeszów";"Rzeszów";"Rzeszów";"50840";"";"Rondo im. Danuty Siedzikówny ps. ""Inka""";"";"rondo"
"MAZOWIECKIE";"Płock";"Płock";"Płock";"50589";"";"Rondo Tadeusza Kalaszczyńskiego";"";"rondo"
"WIELKOPOLSKIE";"jarociński";"Jarocin";"Jarocin";"50655";"";"Park im. majora Zbigniewa hr. Ostroroga-Gorzeńskiego";"";"park"
"ŚLĄSKIE";"Częstochowa";"Częstochowa";"Częstochowa";"50675";"";"Rondo 7 Dywizji Piechoty";"";"rondo"
"MAŁOPOLSKIE";"wielicki";"Wieliczka";"Wieliczka";"42589";"";"Rondo Armii Krajowej";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Mokotów";"Warszawa";"50743";"";"Skwer Jolanty Brzeskiej";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Targówek";"Warszawa";"50745";"";"Skwer Bolesława Dubickiego";"";"skwer"
"PODKARPACKIE";"Rzeszów";"Rzeszów";"Rzeszów";"50763";"";"Skwer im. ks. Józefa Hermana Osińskiego";"";"skwer"
"MAZOWIECKIE";"białobrzeski";"Stara Błotnica";"Stara Błotnica";"50773";"";"Rondo ks. Stanisława Głąbińskiego";"";"rondo"
"MAZOWIECKIE";"ostrołęcki";"Kadzidło";"Kadzidło";"50792";"pl.";"Skwer Artystów Kurpiowskich";"";"skwer"
"DOLNOŚLĄSKIE";"wrocławski";"Sobótka";"Sobótka";"44409";"";"Skwer Anny Krzywańskiej";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Włochy";"Warszawa";"44413";"";"Skwer 7 Pułku Piechoty AK ""Garłuch""";"";"skwer"
"POMORSKIE";"malborski";"Malbork";"Malbork";"44424";"";"Rondo im. Przewodników Malborskich";"";"rondo"
"ŁÓDZKIE";"zgierski";"Aleksandrów Łódzki";"Rąbień";"42679";"";"Rondo Niepodległości";"";"rondo"
"MAŁOPOLSKIE";"Kraków";"Kraków-Nowa Huta";"Kraków";"55526";"";"Skwer Budowniczych Nowej Huty";"";"skwer"
"DOLNOŚLĄSKIE";"trzebnicki";"Trzebnica";"Trzebnica";"49874";"";"Rondo 4 czerwca 1989 r.";"";"rondo"
"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"Grudziądz";"37726";"pl.";"Skwer Solidarności";"";"skwer"
"MAZOWIECKIE";"otwocki";"Otwock";"Otwock";"55584";"";"Skwer Rtm. Witolda Pileckiego";"";"skwer"
"MAZOWIECKIE";"otwocki";"Otwock";"Otwock";"55586";"";"Skwer mjr. Zygmunta Szendzielarza ps. ""Łupaszka""";"";"skwer"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"55591";"";"Park im. Sprawiedliwych wśród Narodów Świata";"";"park"
"WIELKOPOLSKIE";"średzki";"Środa Wielkopolska";"Środa Wielkopolska";"55623";"";"Rondo Mohylów Podolski";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Bielany";"Warszawa";"55647";"";"Rondo Ruda";"";"rondo"
"ŚLĄSKIE";"raciborski";"Krzyżanowice";"Tworków";"55658";"";"Skwer przy Krzyżu";"";"skwer"
"MAZOWIECKIE";"pruszkowski";"Pruszków";"Pruszków";"55689";"";"Skwer im. Zespołu Tańca Ludowego ""Pruszkowiacy""";"";"skwer"
"ŚWIĘTOKRZYSKIE";"staszowski";"Staszów";"Staszów";"55795";"";"Rondo Siarkopolu Grzybów";"";"rondo"
"DOLNOŚLĄSKIE";"wałbrzyski";"Stare Bogaczowice";"Stare Bogaczowice";"35630";"ul.";"Droga Mleczna";"";"droga"
"MAZOWIECKIE";"otwocki";"Józefów";"Józefów";"61717";"";"Rondo im. Franciszka Amałowicza ps. ""Tatar""";"";"rondo"
"PODLASKIE";"Białystok";"Białystok";"Białystok";"61735";"";"Skwer Zenona Andrzeja Młyńczyka";"";"skwer"
"ŚLĄSKIE";"Mysłowice";"Mysłowice";"Mysłowice";"50684";"";"Rondo imienia Johanna Christiana Ruberga";"";"rondo"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"50702";"";"pl. im. adwokata Jerzego Chmury";"";"pl."
"MAŁOPOLSKIE";"brzeski";"Brzesko";"Okocim";"50719";"ul.";"Os. Zalesie";"";"os."
"MAZOWIECKIE";"piaseczyński";"Konstancin-Jeziorna";"Konstancin-Jeziorna";"50737";"";"Rondo im. Danuty Siedzikówny ""Inki""";"";"rondo"
"LUBELSKIE";"włodawski";"Hanna";"Hanna";"50828";"";"Park Anny Jagiellonki";"";"park"
"PODKARPACKIE";"Przemyśl";"Przemyśl";"Przemyśl";"50848";"";"Skwer im. Rotmistrza Witolda Pileckiego";"";"skwer"
"POMORSKIE";"wejherowski";"Luzino";"Luzino";"61744";"";"Rondo Via Cassubia";"";"rondo"
"MAZOWIECKIE";"otwocki";"Otwock";"Otwock";"61760";"";"rondo gen. Aleksandra Gabszewicza";"";"rondo"
"ŁÓDZKIE";"pabianicki";"Pabianice";"Pabianice";"50795";"";"Skwer na Piaskach im. inż. Bolesława Pietrzaka";"";"skwer"
"WIELKOPOLSKIE";"grodziski";"Grodzisk Wielkopolski";"Grodzisk Wielkopolski";"50808";"";"Rondo 1050-lecia Chrztu Polski";"";"rondo"
"ZACHODNIOPOMORSKIE";"goleniowski";"Nowogard";"Nowogard";"31330";"";"Rondo Sybiraków";"";"rondo"
"MAŁOPOLSKIE";"wadowicki";"Lanckorona";"Lanckorona";"19253";"ul.";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"średzki";"Środa Wielkopolska";"Środa Wielkopolska";"43745";"";"Rondo Powstańców Wielkopolskich";"";"rondo"
"ZACHODNIOPOMORSKIE";"goleniowski";"Goleniów";"Kliniska Wielkie";"37828";"";"Rondo Solidarności";"";"rondo"
"MAZOWIECKIE";"ostrołęcki";"Kadzidło";"Kadzidło";"50789";"pl.";"Skwer Jarosława Gizińskiego";"";"skwer"
"ŚLĄSKIE";"Gliwice";"Gliwice";"Gliwice";"50797";"";"Rondo im. Zbigniewa Pańczyka";"";"rondo"
"KUJAWSKO-POMORSKIE";"brodnicki";"Brodnica";"Brodnica";"46555";"";"Rondo Olsztyńskie";"";"rondo"
"WARMIŃSKO-MAZURSKIE";"Elbląg";"Elbląg";"Elbląg";"50845";"";"Skwer im. Ludwika Zamenhofa";"";"skwer"
"DOLNOŚLĄSKIE";"ząbkowicki";"Ziębice";"Ziębice";"61743";"";"Skwer Wincentego Witosa";"";"skwer"
"POMORSKIE";"wejherowski";"Luzino";"Luzino";"61745";"";"Rondo Rodziny Ulmów";"";"rondo"
"MAZOWIECKIE";"otwocki";"Otwock";"Otwock";"61761";"";"rondo Otwockich Sprawiedliwych Wśród Narodów Świata";"";"rondo"
"MAZOWIECKIE";"otwocki";"Otwock";"Otwock";"61763";"";"rondo Józefa Rotblata";"";"rondo"
"WIELKOPOLSKIE";"nowotomyski";"Opalenica";"Opalenica";"50762";"pl.";"Skwer Obrońców Wiary i Ojczyzny";"";"skwer"
"DOLNOŚLĄSKIE";"kłodzki";"Kłodzko";"Kłodzko";"61757";"";"Park Zrzeszenia Wolność i Niezawisłość";"";"park"
"ŚWIĘTOKRZYSKIE";"kazimierski";"Kazimierza Wielka";"Kazimierza Wielka";"61789";"";"Rondo im. mjr Henryka Dobrzańskiego ""Hubala""";"";"rondo"
"MAŁOPOLSKIE";"krakowski";"Skawina";"Rzozów";"61811";"";"Rondo im. Józefa Pletni";"";"rondo"
"MAZOWIECKIE";"wołomiński";"Marki";"Marki";"61812";"";"Skwer im. Stanisława Ochmana";"";"skwer"
"ŚWIĘTOKRZYSKIE";"ostrowiecki";"Ostrowiec Świętokrzyski";"Ostrowiec Świętokrzyski";"61827";"";"Rondo Hutników Ostrowieckich";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Mokotów";"Warszawa";"61896";"";"Park Józefa Piłsudskiego";"";"park"
"MAZOWIECKIE";"Warszawa";"Ochota";"Warszawa";"61896";"";"Park Józefa Piłsudskiego";"";"park"
"MAZOWIECKIE";"Warszawa";"Ochota";"Warszawa";"61878";"";"Park Zasława Malickiego";"";"park"
"MAZOWIECKIE";"Warszawa";"Praga-Południe";"Warszawa";"61881";"";"Park Obwodu Praga Armii Krajowej";"";"park"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"61864";"";"Park Ujazdowski";"";"park"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"61896";"";"Park Józefa Piłsudskiego";"";"park"
"MAŁOPOLSKIE";"tatrzański";"Zakopane";"Zakopane";"61914";"";"Rondo Klimka Bachledy";"";"rondo"
"ŚLĄSKIE";"Zabrze";"Zabrze";"Zabrze";"61929";"";"Rondo im. ks. Pawła Pyrchały";"";"rondo"
"LUBELSKIE";"biłgorajski";"Biłgoraj";"Biłgoraj";"61932";"";"Park Pałacowy Rożnówka";"";"park"
"PODLASKIE";"Suwałki";"Suwałki";"Suwałki";"61947";"";"Rondo Bitwy Niemeńskiej";"";"rondo"
"PODLASKIE";"Suwałki";"Suwałki";"Suwałki";"61948";"";"Rondo świętego Franciszka z Asyżu";"";"rondo"
"PODKARPACKIE";"dębicki";"Dębica";"Pustynia";"61737";"";"Rondo im. Ks. Antoniego Przeklasy";"";"rondo"
"ŚLĄSKIE";"Częstochowa";"Częstochowa";"Częstochowa";"61753";"";"Rondo Błogosławionej Rodziny Ulmów";"";"rondo"
"MAŁOPOLSKIE";"Kraków";"Kraków-Podgórze";"Kraków";"61775";"";"Rondo Tadeusza Tempki";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Bielany";"Warszawa";"61792";"";"Rondo Grafen";"";"rondo"
"MAZOWIECKIE";"otwocki";"Otwock";"Otwock";"61762";"";"rondo Narodowych Sił Zbrojnych";"";"rondo"
"ŚWIĘTOKRZYSKIE";"kazimierski";"Kazimierza Wielka";"Kazimierza Wielka";"49636";"";"Rondo Wincentego Witosa";"";"rondo"
"MAZOWIECKIE";"radomski";"Przytyk";"Przytyk";"61801";"";"Rondo Ks. Jana Lipińskiego";"";"rondo"
"WIELKOPOLSKIE";"Leszno";"Leszno";"Leszno";"61819";"";"Skwer im. Bogdana Marciniaka";"";"skwer"
"WIELKOPOLSKIE";"Leszno";"Leszno";"Leszno";"61822";"";"Skwer Roku 1920";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Mokotów";"Warszawa";"61853";"";"Park Szustrów";"";"park"
"MAZOWIECKIE";"Warszawa";"Ochota";"Warszawa";"61855";"";"Park Wielkopolski";"";"park"
"MAZOWIECKIE";"Warszawa";"Żoliborz";"Warszawa";"61888";"";"Park Harcerskiej Poczty Polowej Powstania Warszawskiego";"";"park"
"MAZOWIECKIE";"Warszawa";"Bielany";"Warszawa";"61888";"";"Park Harcerskiej Poczty Polowej Powstania Warszawskiego";"";"park"
"MAZOWIECKIE";"Warszawa";"Bielany";"Warszawa";"61873";"";"Park Olszyna";"";"park"
"MAZOWIECKIE";"Warszawa";"Wilanów";"Warszawa";"61871";"";"Park Morysin";"";"park"
"MAZOWIECKIE";"Warszawa";"Włochy";"Warszawa";"61886";"";"Park Marka Kotańskiego";"";"park"
"MAZOWIECKIE";"Warszawa";"Włochy";"Warszawa";"61869";"";"Park Kombatantów";"";"park"
"MAŁOPOLSKIE";"Kraków";"Kraków-Krowodrza";"Kraków";"61903";"";"Rondo Księdza Grzegorza Gerwazego Gorczyckiego";"";"rondo"
"MAŁOPOLSKIE";"Kraków";"Kraków-Podgórze";"Kraków";"61905";"";"Park Rzeczny Ogród Płaszów";"";"park"
"MAZOWIECKIE";"Warszawa";"Wola";"Warszawa";"61920";"";"Skwer IV Zgrupowania AK ""Gurt""";"";"skwer"
"POMORSKIE";"wejherowski";"Łęczyce";"Rozłazino";"46831";"";"Rondo im. św. Jana Pawła II";"";"rondo"
"MAŁOPOLSKIE";"oświęcimski";"Oświęcim";"Oświęcim";"50875";"";"Rondo im. Andrzeja Telki";"";"rondo"
"DOLNOŚLĄSKIE";"świdnicki";"Strzegom";"Strzegom";"43716";"";"Rondo Błogosławionego Księdza Jerzego Popiełuszki";"";"rondo"
"WARMIŃSKO-MAZURSKIE";"Elbląg";"Elbląg";"Elbląg";"50849";"";"Skwer Waldemara Rebinina";"";"skwer"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"50880";"";"rondo im. Jana Karskiego";"";"rondo"
"LUBELSKIE";"chełmski";"Rejowiec";"Rejowiec";"19253";"ul.";"Rynek";"";"rynek"
"PODKARPACKIE";"tarnobrzeski";"Grębów";"Grębów";"19253";"ul.";"Rynek";"";"rynek"
"ŚLĄSKIE";"Częstochowa";"Częstochowa";"Częstochowa";"61796";"";"Rondo Mieczysława Hrehorowa";"";"rondo"
"ŚWIĘTOKRZYSKIE";"ostrowiecki";"Ostrowiec Świętokrzyski";"Ostrowiec Świętokrzyski";"61826";"";"Rondo Legionów Polskich";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Ursus";"Warszawa";"61893";"";"Park Hassów";"";"park"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"61856";"";"Park Agrykola";"";"park"
"MAZOWIECKIE";"Warszawa";"Wola";"Warszawa";"61866";"";"Park Józefa Sowińskiego";"";"park"
"MAZOWIECKIE";"Warszawa";"Żoliborz";"Warszawa";"61868";"";"Park Kaskada";"";"park"
"MAZOWIECKIE";"Warszawa";"Bielany";"Warszawa";"61891";"";"Park Stawy Kellera";"";"park"
"PODKARPACKIE";"sanocki";"Sanok";"Sanok";"61902";"";"Rondo Błogosławionego Kardynała Stefana Wyszyńskiego";"";"rondo"
"ŚLĄSKIE";"Zabrze";"Zabrze";"Zabrze";"61926";"";"Rondo im. Joanny Schaffgotsch";"";"rondo"
"ŁÓDZKIE";"Skierniewice";"Skierniewice";"Skierniewice";"61928";"";"Rondo Miasta Kobiet";"";"rondo"
"ŁÓDZKIE";"Skierniewice";"Skierniewice";"Skierniewice";"49501";"";"Rondo rtm. Witolda Pileckiego";"";"rondo"
"MAŁOPOLSKIE";"Kraków";"Kraków-Krowodrza";"Kraków";"61933";"";"Rondo Piekarza Ochwata";"";"rondo"
"OPOLSKIE";"krapkowicki";"Gogolin";"Gogolin";"61935";"";"Rondo Milenijne";"";"rondo"
"POMORSKIE";"Gdynia";"Gdynia";"Gdynia";"61961";"";"Rondo Wojciecha Żychskiego";"";"rondo"
"DOLNOŚLĄSKIE";"Legnica";"Legnica";"Legnica";"61959";"";"Skwer im. Franciszka Sokołowskiego";"";"skwer"
"MAŁOPOLSKIE";"Kraków";"Kraków-Nowa Huta";"Kraków";"61969";"";"Skwer Profesora Wojciecha Narębskiego";"";"skwer"
"WIELKOPOLSKIE";"Leszno";"Leszno";"Leszno";"62004";"";"Skwer Grupy ""Leszno""";"";"skwer"
"MAŁOPOLSKIE";"krakowski";"Skawina";"Skawina";"61809";"";"Rondo im. dr inż. Krzysztofa Karczewskiego";"";"rondo"
"MAŁOPOLSKIE";"krakowski";"Skawina";"Skawina";"61810";"";"Rondo im. Anatola Krakowieckiego";"";"rondo"
"ŚWIĘTOKRZYSKIE";"ostrowiecki";"Ostrowiec Świętokrzyski";"Ostrowiec Świętokrzyski";"61828";"";"Rondo Górników Krzemionkowskich";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Mokotów";"Warszawa";"61879";"";"Park Sielecki";"";"park"
"MAZOWIECKIE";"Warszawa";"Praga-Południe";"Warszawa";"61880";"";"Park płk. Jana Szypowskiego ""Leśnika""";"";"park"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"61862";"";"Park Łazienkowski";"";"park"
"DOLNOŚLĄSKIE";"wałbrzyski";"Mieroszów";"Mieroszów";"61843";"";"Skwer Friedlandzki";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Ursynów";"Warszawa";"61894";"";"Park Moczydełko";"";"park"
"WIELKOPOLSKIE";"wągrowiecki";"Wągrowiec";"Łekno";"61897";"";"Rondo im. prof. dr. hab. Andrzeja Marka Wyrwy";"";"rondo"
"POMORSKIE";"Gdynia";"Gdynia";"Gdynia";"61591";"";"Rondo Honorowych Krwiodawców";"";"rondo"
"DOLNOŚLĄSKIE";"wołowski";"Brzeg Dolny";"Brzeg Dolny";"61912";"";"Park im. Harcerskiej Organizacji ""Cichociemni""";"";"park"
"PODLASKIE";"Białystok";"Białystok";"Białystok";"61931";"";"Skwer Chajki Grossman";"";"skwer"
"LUBELSKIE";"Biała Podlaska";"Biała Podlaska";"Biała Podlaska";"61949";"";"Rondo Henryka Bernarda Raabe";"";"rondo"
"ŚLĄSKIE";"Zabrze";"Zabrze";"Zabrze";"61923";"";"Rondo 100-lecia miasta Zabrze";"";"rondo"
"ŁÓDZKIE";"Skierniewice";"Skierniewice";"Skierniewice";"49636";"";"Rondo Wincentego Witosa";"";"rondo"
"MAZOWIECKIE";"nowodworski";"Leoncin";"Leoncin";"61958";"";"Skwer Ks. Hipolita Nowińskiego";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Ursus";"Warszawa";"61990";"";"Skwer Kota Filemona";"";"skwer"
"ŁÓDZKIE";"Łódź";"Łódź-Polesie";"Łódź";"50938";"";"skwer Komitetu Obrony Robotników";"";"skwer"
"WIELKOPOLSKIE";"Leszno";"Leszno";"Leszno";"61816";"";"Park Leszczyńskich Satyryków";"";"park"
"WIELKOPOLSKIE";"Leszno";"Leszno";"Leszno";"61824";"";"Skwer im. Marii i Lecha Kaczyńskich";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Mokotów";"Warszawa";"61874";"";"Park Czesława Szczubełka";"";"park"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"61860";"";"Park Kazimierzowski";"";"park"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"61892";"";"Park Janiny Porazińskiej";"";"park"
"MAZOWIECKIE";"Warszawa";"Żoliborz";"Warszawa";"61917";"";"Skwer Krzysztofa Michalskiego";"";"skwer"
"ŚLĄSKIE";"Zabrze";"Zabrze";"Zabrze";"61925";"";"Rondo im. prof. Mariana Zembali";"";"rondo"
"OPOLSKIE";"krapkowicki";"Gogolin";"Gogolin";"44726";"";"Rondo Wielkiej Orkiestry Świątecznej Pomocy";"";"rondo"
"OPOLSKIE";"brzeski";"Skarbimierz";"Skarbimierz-Osiedle";"61936";"";"Rondo im. Ks. Prałata Zbigniewa Bąkowskiego";"";"rondo"
"ŁÓDZKIE";"Łódź";"Łódź-Bałuty";"Łódź";"61944";"";"Park Świtezianki";"";"park"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"61996";"";"Park Marszałka Edwarda Rydza-Śmigłego";"";"park"
"PODKARPACKIE";"przemyski";"Fredropol";"Aksmanice";"62026";"";"Rondo im. o. Grzegorza Sroki";"";"rondo"
"ŚWIĘTOKRZYSKIE";"staszowski";"Połaniec";"Połaniec";"62019";"";"Skwer Elektrowni Połaniec";"";"skwer"
"POMORSKIE";"wejherowski";"Wejherowo";"Wejherowo";"43813";"";"Rondo Przyjaźni";"";"rondo"
"POMORSKIE";"kartuski";"Żukowo";"Żukowo";"50855";"";"Rondo im. Karola Kreffta";"";"rondo"
"MAZOWIECKIE";"białobrzeski";"Stromiec";"Stromiec";"61800";"";"Park im. Adama Wróblewskiego";"";"park"
"PODLASKIE";"białostocki";"Turośń Kościelna";"Turośń Dolna";"55850";"";"Rondo im. Legionów Polskich";"";"rondo"
"WIELKOPOLSKIE";"Leszno";"Leszno";"Leszno";"61818";"";"Skwer im. Jadwigi Wiecierzyńskiej";"";"skwer"
"WARMIŃSKO-MAZURSKIE";"Elbląg";"Elbląg";"Elbląg";"50846";"";"Skwer Mariana Sawicza";"";"skwer"
"WARMIŃSKO-MAZURSKIE";"Elbląg";"Elbląg";"Elbląg";"50848";"";"Skwer im. Rotmistrza Witolda Pileckiego";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Bemowo";"Warszawa";"50861";"";"Rondo Legii Warszawa";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Ursus";"Warszawa";"61850";"";"Park Czechowicki";"";"park"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"61857";"";"Park Belwederski";"";"park"
