TC_ID;KATEGORIA;PRIORYTET;OPIS;REQUEST_streetName;REQUEST_buildingNumber;REQUEST_city;REQUEST_postalCode;EXPECTED_streetName;EXPECTED_buildingNumber;EXPECTED_city;EXPECTED_postalCode;EXPECTED_province;EXPECTED_district;EXPECTED_commune;EXPECTED_streetProbability;EXPECTED_cityProbability;EXPECTED_postalCodeProbability;EXPECTED_combinedProbability;UWAGI;RYZYKO_BLEDU
TC-549-3;Wieloznaczność;High;Łódź - Jana Pawła II w 3 wariantach (al., al., pl.) w różnych delegaturach;pl. Jana Pawła II;;Łódź;90-001;ul. Jana Pawła II;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Śródmieście;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Łódź: al. w Górna i Polesie, pl. w Śródmieście;RYZYKO: Może przypisać do złej delegatury (Górna vs Polesie vs Śródmieście)
TC-549-4;Wieloznaczność;High;Wieloznaczność - Łódź: 'jana pawła ii' bez cechy - wymaga wyboru;jana pawła ii;;Łódź;;ul. Jana Pawła II;;Łódź;90-001;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do złej delegatury (Górna vs Polesie vs Śródmieście)
TC-549-5;Wieloznaczność;High;Wieloznaczność - Łódź: 'jana pawła ii' bez cechy, kod 90-000;jana pawła ii;;Łódź;90-000;ul. Jana Pawła II;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury (Górna vs Polesie vs Śródmieście)
TC-549-6;Wieloznaczność;High;Wieloznaczność - Łódź: 'jana pawła ii' bez cechy, kod 00-000;jana pawła ii;;Łódź;00-000;ul. Jana Pawła II;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury (Górna vs Polesie vs Śródmieście)
TC-550-1;Wieloznaczność;High;Łódź - Struga w 3 wariantach (park, ul., ul.) w różnych delegaturach;Struga;;Łódź;90-001;park Struga Andrzeja;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Łódź: park im. Andrzeja, ul. Andrzeja w Polesie i Śródmieście;RYZYKO: Może przypisać do złej delegatury (Polesie vs Śródmieście) i/lub wybrać złą cechę
TC-550-2;Wieloznaczność;High;Łódź - Struga w 3 wariantach (park, ul., ul.) w różnych delegaturach;park Struga;;Łódź;90-001;park Struga Andrzeja;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Bałuty;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Łódź: park im. Andrzeja, ul. Andrzeja w Polesie i Śródmieście;RYZYKO: Może przypisać do złej delegatury (Polesie vs Śródmieście) i/lub wybrać złą cechę
TC-550-3;Wieloznaczność;High;Łódź - Struga w 3 wariantach (park, ul., ul.) w różnych delegaturach;ul. Struga;;Łódź;90-001;park Struga Andrzeja;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Polesie;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Łódź: park im. Andrzeja, ul. Andrzeja w Polesie i Śródmieście;RYZYKO: Może przypisać do złej delegatury (Polesie vs Śródmieście) i/lub wybrać złą cechę
TC-550-4;Wieloznaczność;High;Wieloznaczność - Łódź: 'struga' bez cechy - wymaga wyboru;struga;;Łódź;;park Struga Andrzeja;;Łódź;90-001;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do złej delegatury (Polesie vs Śródmieście) i/lub wybrać złą cechę
TC-550-5;Wieloznaczność;High;Wieloznaczność - Łódź: 'struga' bez cechy, kod 90-000;struga;;Łódź;90-000;park Struga Andrzeja;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury (Polesie vs Śródmieście) i/lub wybrać złą cechę
TC-550-6;Wieloznaczność;High;Wieloznaczność - Łódź: 'struga' bez cechy, kod 00-000;struga;;Łódź;00-000;park Struga Andrzeja;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury (Polesie vs Śródmieście) i/lub wybrać złą cechę
TC-551-1;Wieloznaczność;High;Łódź - Reymonta w 3 wariantach (pl., ul., park) z różnymi NAZWA_2;Reymonta;;Łódź;90-001;pl. Reymonta Władysława Stanisława;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Łódź: pl. Władysława Stanisława, ul. Władysława, park im. Władysława;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-551-2;Wieloznaczność;High;Łódź - Reymonta w 3 wariantach (pl., ul., park) z różnymi NAZWA_2;pl. Reymonta;;Łódź;90-001;pl. Reymonta Władysława Stanisława;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Górna;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Łódź: pl. Władysława Stanisława, ul. Władysława, park im. Władysława;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-551-3;Wieloznaczność;High;Łódź - Reymonta w 3 wariantach (pl., ul., park) z różnymi NAZWA_2;ul. Reymonta;;Łódź;90-001;pl. Reymonta Władysława Stanisława;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Górna;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Łódź: pl. Władysława Stanisława, ul. Władysława, park im. Władysława;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-551-4;Wieloznaczność;High;Łódź - Reymonta w 3 wariantach (pl., ul., park) z różnymi NAZWA_2;park Reymonta;;Łódź;90-001;pl. Reymonta Władysława Stanisława;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Górna;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Łódź: pl. Władysława Stanisława, ul. Władysława, park im. Władysława;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-551-5;Wieloznaczność;High;Wieloznaczność - Łódź: 'reymonta' bez cechy - wymaga wyboru;reymonta;;Łódź;;pl. Reymonta Władysława Stanisława;;Łódź;90-001;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-551-6;Wieloznaczność;High;Wieloznaczność - Łódź: 'reymonta' bez cechy, kod 90-000;reymonta;;Łódź;90-000;pl. Reymonta Władysława Stanisława;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-551-7;Wieloznaczność;High;Wieloznaczność - Łódź: 'reymonta' bez cechy, kod 00-000;reymonta;;Łódź;00-000;pl. Reymonta Władysława Stanisława;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-552-1;Wieloznaczność;High;Łódź - Maja w 4 wariantach (ul. 3, park 1, al. 1, park 3) w różnych delegaturach;Maja;;Łódź;90-001;ul. Maja;3;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź;<0.4;<0.7;<0.4;<0.4;Dane z powtorzenia - Łódź: ul. 3, park 1, al. 1, park 3 w różnych delegaturach;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły numer w NAZWA_2
TC-552-2;Wieloznaczność;High;Łódź - Maja w 4 wariantach (ul. 3, park 1, al. 1, park 3) w różnych delegaturach;ul. Maja;;Łódź;90-001;ul. Maja;3;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Górna;<0.4;<0.7;<0.4;<0.4;Dane z powtorzenia - Łódź: ul. 3, park 1, al. 1, park 3 w różnych delegaturach;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły numer w NAZWA_2
TC-552-3;Wieloznaczność;High;Łódź - Maja w 4 wariantach (ul. 3, park 1, al. 1, park 3) w różnych delegaturach;park Maja;;Łódź;90-001;ul. Maja;3;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Górna;<0.4;<0.7;<0.4;<0.4;Dane z powtorzenia - Łódź: ul. 3, park 1, al. 1, park 3 w różnych delegaturach;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły numer w NAZWA_2
TC-552-4;Wieloznaczność;High;Łódź - Maja w 4 wariantach (ul. 3, park 1, al. 1, park 3) w różnych delegaturach;al. Maja;;Łódź;90-001;ul. Maja;3;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Polesie;<0.4;<0.7;<0.4;<0.4;Dane z powtorzenia - Łódź: ul. 3, park 1, al. 1, park 3 w różnych delegaturach;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły numer w NAZWA_2
TC-552-5;Wieloznaczność;High;Wieloznaczność - Łódź: 'maja' bez cechy - wymaga wyboru;maja;;Łódź;;ul. Maja;3;Łódź;90-001;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły numer w NAZWA_2
TC-552-6;Wieloznaczność;High;Wieloznaczność - Łódź: 'maja' bez cechy, kod 90-000;maja;;Łódź;90-000;ul. Maja;3;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły numer w NAZWA_2
TC-552-7;Wieloznaczność;High;Wieloznaczność - Łódź: 'maja' bez cechy, kod 00-000;maja;;Łódź;00-000;ul. Maja;3;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły numer w NAZWA_2
TC-553-1;Wieloznaczność;High;Łódź - Legionów w 3 wariantach (ul., ul., park) w różnych delegaturach;Legionów;;Łódź;90-001;ul. Legionów;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Łódź: ul. w Polesie i Śródmieście, park w Górna;RYZYKO: Może przypisać do złej delegatury (Polesie vs Śródmieście vs Górna) i/lub wybrać złą cechę
TC-553-2;Wieloznaczność;High;Łódź - Legionów w 3 wariantach (ul., ul., park) w różnych delegaturach;ul. Legionów;;Łódź;90-001;ul. Legionów;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Polesie;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Łódź: ul. w Polesie i Śródmieście, park w Górna;RYZYKO: Może przypisać do złej delegatury (Polesie vs Śródmieście vs Górna) i/lub wybrać złą cechę
TC-553-3;Wieloznaczność;High;Łódź - Legionów w 3 wariantach (ul., ul., park) w różnych delegaturach;park Legionów;;Łódź;90-001;ul. Legionów;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Górna;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Łódź: ul. w Polesie i Śródmieście, park w Górna;RYZYKO: Może przypisać do złej delegatury (Polesie vs Śródmieście vs Górna) i/lub wybrać złą cechę
TC-553-4;Wieloznaczność;High;Wieloznaczność - Łódź: 'legionów' bez cechy - wymaga wyboru;legionów;;Łódź;;ul. Legionów;;Łódź;90-001;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do złej delegatury (Polesie vs Śródmieście vs Górna) i/lub wybrać złą cechę
TC-553-5;Wieloznaczność;High;Wieloznaczność - Łódź: 'legionów' bez cechy, kod 90-000;legionów;;Łódź;90-000;ul. Legionów;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury (Polesie vs Śródmieście vs Górna) i/lub wybrać złą cechę
TC-553-6;Wieloznaczność;High;Wieloznaczność - Łódź: 'legionów' bez cechy, kod 00-000;legionów;;Łódź;00-000;ul. Legionów;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury (Polesie vs Śródmieście vs Górna) i/lub wybrać złą cechę
TC-554-1;Wieloznaczność;High;Łódź - Piłsudskiego w 3 wariantach (al., al., park) w różnych delegaturach;Piłsudskiego;;Łódź;90-001;al. Piłsudskiego marsz. Józefa;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Łódź: al. w Śródmieście i Widzew, park w Polesie;RYZYKO: Może przypisać do złej delegatury (Śródmieście vs Widzew vs Polesie) i/lub wybrać złą cechę
TC-554-2;Wieloznaczność;High;Łódź - Piłsudskiego w 3 wariantach (al., al., park) w różnych delegaturach;al. Piłsudskiego;;Łódź;90-001;al. Piłsudskiego marsz. Józefa;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Śródmieście;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Łódź: al. w Śródmieście i Widzew, park w Polesie;RYZYKO: Może przypisać do złej delegatury (Śródmieście vs Widzew vs Polesie) i/lub wybrać złą cechę
TC-554-3;Wieloznaczność;High;Łódź - Piłsudskiego w 3 wariantach (al., al., park) w różnych delegaturach;park Piłsudskiego;;Łódź;90-001;al. Piłsudskiego marsz. Józefa;;Łódź;90-001;ŁÓDZKIE;Łódź;Łódź-Polesie;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Łódź: al. w Śródmieście i Widzew, park w Polesie;RYZYKO: Może przypisać do złej delegatury (Śródmieście vs Widzew vs Polesie) i/lub wybrać złą cechę
TC-554-4;Wieloznaczność;High;Wieloznaczność - Łódź: 'piłsudskiego' bez cechy - wymaga wyboru;piłsudskiego;;Łódź;;al. Piłsudskiego marsz. Józefa;;Łódź;90-001;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do złej delegatury (Śródmieście vs Widzew vs Polesie) i/lub wybrać złą cechę
TC-554-5;Wieloznaczność;High;Wieloznaczność - Łódź: 'piłsudskiego' bez cechy, kod 90-000;piłsudskiego;;Łódź;90-000;al. Piłsudskiego marsz. Józefa;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury (Śródmieście vs Widzew vs Polesie) i/lub wybrać złą cechę
TC-554-6;Wieloznaczność;High;Wieloznaczność - Łódź: 'piłsudskiego' bez cechy, kod 00-000;piłsudskiego;;Łódź;00-000;al. Piłsudskiego marsz. Józefa;;Łódź;90-001;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury (Śródmieście vs Widzew vs Polesie) i/lub wybrać złą cechę
TC-555-1;Wieloznaczność;High;Wrocław - Kościuszki w 3 wariantach (ul., pl., ul.) w różnych delegaturach;Kościuszki;;Wrocław;50-000;ul. Kościuszki Tadeusza;;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Wrocław: ul. w Krzyki i Stare Miasto, pl. w Stare Miasto;RYZYKO: Może przypisać do złej delegatury (Krzyki vs Stare Miasto) i/lub wybrać złą cechę
TC-555-2;Wieloznaczność;High;Wrocław - Kościuszki w 3 wariantach (ul., pl., ul.) w różnych delegaturach;pl. Kościuszki;;Wrocław;50-000;ul. Kościuszki Tadeusza;;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław-Stare Miasto;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Wrocław: ul. w Krzyki i Stare Miasto, pl. w Stare Miasto;RYZYKO: Może przypisać do złej delegatury (Krzyki vs Stare Miasto) i/lub wybrać złą cechę
TC-555-3;Wieloznaczność;High;Wieloznaczność - Wrocław: 'kościuszki' bez cechy - wymaga wyboru;kościuszki;;Wrocław;;ul. Kościuszki Tadeusza;;Wrocław;50-000;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do złej delegatury (Krzyki vs Stare Miasto) i/lub wybrać złą cechę
TC-555-4;Wieloznaczność;High;Wieloznaczność - Wrocław: 'kościuszki' bez cechy, kod 50-000;kościuszki;;Wrocław;50-000;ul. Kościuszki Tadeusza;;Wrocław;50-000;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury (Krzyki vs Stare Miasto) i/lub wybrać złą cechę
TC-555-5;Wieloznaczność;High;Wieloznaczność - Wrocław: 'kościuszki' bez cechy, kod 87-700;kościuszki;;Wrocław;87-700;ul. Kościuszki Tadeusza;;Wrocław;50-000;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury (Krzyki vs Stare Miasto) i/lub wybrać złą cechę
TC-556-1;Wieloznaczność;High;Wrocław - Słowackiego w 3 wariantach (wyb., al., al.) w różnych delegaturach;wyb. Słowackiego;;Wrocław;50-000;wyb Słowackiego Juliusza;;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Wrocław: wyb. w Krzyki, al. w Krzyki i Stare Miasto;RYZYKO: Może przypisać do złej delegatury (Krzyki vs Stare Miasto) i/lub wybrać złą cechę
TC-556-2;Wieloznaczność;High;Wrocław - Słowackiego w 3 wariantach (wyb., al., al.) w różnych delegaturach;al. Słowackiego;;Wrocław;50-000;wyb Słowackiego Juliusza;;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Wrocław: wyb. w Krzyki, al. w Krzyki i Stare Miasto;RYZYKO: Może przypisać do złej delegatury (Krzyki vs Stare Miasto) i/lub wybrać złą cechę
TC-556-3;Wieloznaczność;High;Wieloznaczność - Wrocław: 'słowackiego' bez cechy - wymaga wyboru;słowackiego;;Wrocław;;wyb Słowackiego Juliusza;;Wrocław;50-000;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do złej delegatury (Krzyki vs Stare Miasto) i/lub wybrać złą cechę
TC-556-4;Wieloznaczność;High;Wieloznaczność - Wrocław: 'słowackiego' bez cechy, kod 50-000;słowackiego;;Wrocław;50-000;wyb Słowackiego Juliusza;;Wrocław;50-000;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury (Krzyki vs Stare Miasto) i/lub wybrać złą cechę
TC-556-5;Wieloznaczność;High;Wieloznaczność - Wrocław: 'słowackiego' bez cechy, kod 87-700;słowackiego;;Wrocław;87-700;wyb Słowackiego Juliusza;;Wrocław;50-000;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury (Krzyki vs Stare Miasto) i/lub wybrać złą cechę
TC-557-1;Wieloznaczność;High;Wrocław - Piłsudskiego w 3 wariantach (ul., pl., ul.) w różnych delegaturach;Piłsudskiego;;Wrocław;50-000;ul. Piłsudskiego marsz. Józefa;;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Wrocław: ul. w Krzyki i Stare Miasto, pl. w Psie Pole;RYZYKO: Może przypisać do złej delegatury (Krzyki vs Stare Miasto vs Psie Pole) i/lub wybrać złą cechę
TC-557-2;Wieloznaczność;High;Wrocław - Piłsudskiego w 3 wariantach (ul., pl., ul.) w różnych delegaturach;pl. Piłsudskiego;;Wrocław;50-000;ul. Piłsudskiego marsz. Józefa;;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław-Psie Pole;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Wrocław: ul. w Krzyki i Stare Miasto, pl. w Psie Pole;RYZYKO: Może przypisać do złej delegatury (Krzyki vs Stare Miasto vs Psie Pole) i/lub wybrać złą cechę
TC-557-3;Wieloznaczność;High;Wieloznaczność - Wrocław: 'piłsudskiego' bez cechy - wymaga wyboru;piłsudskiego;;Wrocław;;ul. Piłsudskiego marsz. Józefa;;Wrocław;50-000;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do złej delegatury (Krzyki vs Stare Miasto vs Psie Pole) i/lub wybrać złą cechę
TC-557-4;Wieloznaczność;High;Wieloznaczność - Wrocław: 'piłsudskiego' bez cechy, kod 50-000;piłsudskiego;;Wrocław;50-000;ul. Piłsudskiego marsz. Józefa;;Wrocław;50-000;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury (Krzyki vs Stare Miasto vs Psie Pole) i/lub wybrać złą cechę
TC-557-5;Wieloznaczność;High;Wieloznaczność - Wrocław: 'piłsudskiego' bez cechy, kod 87-700;piłsudskiego;;Wrocław;87-700;ul. Piłsudskiego marsz. Józefa;;Wrocław;50-000;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury (Krzyki vs Stare Miasto vs Psie Pole) i/lub wybrać złą cechę
TC-558-1;Wieloznaczność;High;Wrocław - Zielińskiego w 3 wariantach (ul., ul., skwer) z różnymi NAZWA_2;Zielińskiego;;Wrocław;50-000;ul. Zielińskiego Tadeusza;;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Wrocław: ul. Tadeusza w Krzyki i Stare Miasto, skwer ks. Szczepana w Fabryczna;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-558-2;Wieloznaczność;High;Wrocław - Zielińskiego w 3 wariantach (ul., ul., skwer) z różnymi NAZWA_2;ul. Zielińskiego;;Wrocław;50-000;ul. Zielińskiego Tadeusza;;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Wrocław: ul. Tadeusza w Krzyki i Stare Miasto, skwer ks. Szczepana w Fabryczna;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-558-3;Wieloznaczność;High;Wrocław - Zielińskiego w 3 wariantach (ul., ul., skwer) z różnymi NAZWA_2;skwer Zielińskiego;;Wrocław;50-000;ul. Zielińskiego Tadeusza;;Wrocław;50-000;DOLNOŚLĄSKIE;Wrocław;Wrocław-Fabryczna;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Wrocław: ul. Tadeusza w Krzyki i Stare Miasto, skwer ks. Szczepana w Fabryczna;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-558-4;Wieloznaczność;High;Wieloznaczność - Wrocław: 'zielińskiego' bez cechy - wymaga wyboru;zielińskiego;;Wrocław;;ul. Zielińskiego Tadeusza;;Wrocław;50-000;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-558-5;Wieloznaczność;High;Wieloznaczność - Wrocław: 'zielińskiego' bez cechy, kod 50-000;zielińskiego;;Wrocław;50-000;ul. Zielińskiego Tadeusza;;Wrocław;50-000;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-558-6;Wieloznaczność;High;Wieloznaczność - Wrocław: 'zielińskiego' bez cechy, kod 87-700;zielińskiego;;Wrocław;87-700;ul. Zielińskiego Tadeusza;;Wrocław;50-000;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do złej delegatury i/lub wybrać złą cechę i/lub zły wariant NAZWA_2
TC-559-1;Wieloznaczność;High;Poznań - Mickiewicza w 3 wariantach (pl., park, ul.) w różnych delegaturach;Mickiewicza;;Poznań;;pl. Mickiewicza Adama;;Poznań;;WIELKOPOLSKIE;Poznań;Poznań;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Poznań: pl. w Stare Miasto, park w Jeżyce, ul. w Jeżyce;RYZYKO: Może przypisać do złej delegatury (Stare Miasto vs Jeżyce) i/lub wybrać złą cechę
TC-559-2;Wieloznaczność;High;Poznań - Mickiewicza w 3 wariantach (pl., park, ul.) w różnych delegaturach;pl. Mickiewicza;;Poznań;;pl. Mickiewicza Adama;;Poznań;;WIELKOPOLSKIE;Poznań;Poznań-Stare Miasto;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Poznań: pl. w Stare Miasto, park w Jeżyce, ul. w Jeżyce;RYZYKO: Może przypisać do złej delegatury (Stare Miasto vs Jeżyce) i/lub wybrać złą cechę
TC-559-3;Wieloznaczność;High;Poznań - Mickiewicza w 3 wariantach (pl., park, ul.) w różnych delegaturach;park Mickiewicza;;Poznań;;pl. Mickiewicza Adama;;Poznań;;WIELKOPOLSKIE;Poznań;Poznań-Jeżyce;<0.5;<0.7;<0.5;<0.5;Dane z powtorzenia - Poznań: pl. w Stare Miasto, park w Jeżyce, ul. w Jeżyce;RYZYKO: Może przypisać do złej delegatury (Stare Miasto vs Jeżyce) i/lub wybrać złą cechę
